pid,b_name,title,size,og_price,new_price,sold_price,is_sold,old_date,new_date,%p_change,Link,uname,ship_cost,amt_sold,amt_feedback,amt_listings,desc,amt_likes,prf_link,feed_link,size_desc,loc,amt_pics
21142243,Jordan Brand,1985 Jordan 1 Size 8 Og Chicago,8,"$1,500",NA,NA,False,NA,3 days ,NA,/listings/21142243-jordan-brand-1985-jordan-1-size-8-og-chicago,manhunt,$10,(75),21 ,7 ,You know what it is size 8 in great condition for the year 1985,17,https://www.grailed.com/manhunt,https://www.grailed.com/manhunt/feedback,Size: US 8 / EU 41,US,6
20662524,Nike,Air Jordan 1 Bred 1985 Ds,11.5,"$29,000",NA,NA,False,NA,14 days ,NA,/listings/20662524-nike-air-jordan-1-bred-1985-ds,ChillPollins,NA,(23),5 ,4 ,"Lowballs will be ignored.
About the size 11 box: this is, to the best of my knowledge, the box this pair was originally sold in. As you can see, the box is for a size 11. But also, as you can see, it's definitely a box from 1985. This pair is from a Sotheby's NY auction from summer 2020 called Peter Moore lot, the subsequent auction in the same year contained 1986 pairs instead for the Bred.
Currently stored in a safe semi-dry and cool environment to preserve them as much as possible and it would be shipped the same way.
I doubt you will find a pair in better condition than this, or any other deadstock pair specifically from 1985 for that matter. I am in no hurry, but these are a piece of history of basketball, sneaker, fashion and design culture. Designed by Peter Moore for Michael Jordan himself, this shoe would not only begin a revolution, but it also started by being banned by the NBA because of its color scheme not containing the approved team colors.
Nike used this to create a campaign around the shoe as the ""Banned"" Jordan 1s.
This is the Nike ad:
https://www.youtube.com/watch?v=I6GU4qSp5NU
This is the history of the shoe:
https://www.complex.com/sneakers/the-history-of-michael-jordans-banned-sneakers/were-air-jordans-really-banned-in-nba",50,https://www.grailed.com/ChillPollins,https://www.grailed.com/ChillPollins/feedback,Size: US 11.5 / EU 44-45,NA,24
19568383,Vintage,1985 Air Jordan 1 “blue Metallic” Size 10,10,"$1,000",NA,NA,False,NA,3 months ,NA,/listings/19568383-vintage-1985-air-jordan-1-blue-metallic-size-10,dunk,NA,(44),11 ,4 ,"Restored at some point. All I did was acetone away the poorly painted wings logo from the side panel. Lots of life left on the soles, still soft as well. Small hole at the collar as well as swooshes and collar being repainted by one of the previous owners. Judge condition from photos.",101,https://www.grailed.com/dunk,https://www.grailed.com/dunk/feedback,Size: US 10 / EU 43,NA,10
14392419,Jordan Brand,Nike Air Jordan 1 High Bred Og 1985,8.5,"$3,000",NA,NA,False,11 months,10 months ,NA,/listings/14392419-jordan-brand-nike-air-jordan-1-high-bred-og-1985,pengmarket,NA,(41),7 ,48 ,"FREE WORLDWIDE SHIPPING
Nike Air Jordan 1 High Bred OG 1985
—————————————————————
>>> Swipe for more pictures
—————————————————————
• Condition: see pictures
—————————————————————
• Sizes: US 8.5 EU 42
—————————————————————
✉️ DM For Orders Or Comment
—————————————————————",116,https://www.grailed.com/pengmarket,https://www.grailed.com/pengmarket/feedback,Size: US 8.5 / EU 41-42,NA,5
20820147,Jordan Brand × Nike,Air Jordan 5 Og Metallic 2016 Metallic Silver 2016,8.5,$300,$270,NA,False,20 days,5 days ,10.0%,/listings/20820147-jordan-brand-x-nike-air-jordan-5-og-metallic-2016-metallic-silver-2016,uallg3a,$8,(16),9 ,1 ,"VNDS
Size 8.5
100% authentic
Comes with OG box and receipt.",39,https://www.grailed.com/uallg3a,https://www.grailed.com/uallg3a/feedback,Size: US 8.5 / EU 41-42,US,13
12562280,Chicago Bulls × Nutmeg Mills × Vintage,1989 Michael Jordan Chicago Bulls Nutmeg Tee,m,$75,$50,NA,False, 1 year, 1 year ,33.33%,/listings/12562280-chicago-bulls-x-nutmeg-mills-x-vintage-1989-michael-jordan-chicago-bulls-nutmeg-tee,Vibesmokeandretro,NA,(2),1 ,16 ,"This is a Bulls Nutmeg Tee from Michael Jordan’s 4th year in the league
Features Jordan’s signature and number",33,https://www.grailed.com/Vibesmokeandretro,https://www.grailed.com/Vibesmokeandretro/feedback,Size: US M / EU 48-50 / 2,NA,2
18435569,Jordan Brand × Starter × Vintage,1989 Jordan Tank Top Shirt Starter,l,$90,$80,NA,False,4 months,4 months ,11.11%,/listings/18435569-jordan-brand-x-starter-x-vintage-1989-jordan-tank-top-shirt-starter,thejuug25159,NA,(17),3 ,77 ,"1989 Jordan starter Tank Top shirt . Starter Large on tag no cracking .
A bit boxy .",2,https://www.grailed.com/thejuug25159,https://www.grailed.com/thejuug25159/feedback,Size: US L / EU 52-54 / 3,NA,4
21146652,Jordan Brand,Portland Exclusive T Shirt,xl,$40,NA,NA,False,NA,4 days ,NA,/listings/21146652-jordan-brand-portland-exclusive-t-shirt,clobberslasherpnw,NA,(361),185 ,196 ,"Men’s size XL, Brand new with tags, Great quality, Purchased back in 2018
Pit to pit: 24in, Length: 29.5in
Will be shipped fast & free",1,https://www.grailed.com/clobberslasherpnw,https://www.grailed.com/clobberslasherpnw/feedback,Size: US XL / EU 56 / 4,NA,4
15632488,Kth Kill The Hype La,Kth Kill The Hype La 3peat Chicago Bulls Hat,os,$250,$202,NA,False,9 months, 1 month ,19.2%,/listings/15632488-kth-kill-the-hype-la-kth-kill-the-hype-la-3peat-chicago-bulls-hat,SanDiegoSales,NA,(1),1 ,8 ,Brand new. Only Bulls KTH hat on the market.,11,https://www.grailed.com/SanDiegoSales,https://www.grailed.com/SanDiegoSales/feedback,Size: ONE SIZE,NA,2
19597735,Jordan Brand,Sky Jordan 1 Og 1985 White Black Varsity Red “chicago”,6,NA,NA,"$1,400",True,NA,Sold 16 days ,NA,/listings/19597735-jordan-brand-sky-jordan-1-og-1985-white-black-varsity-red-chicago,shapeformates,NA,(463),249 ,79 ,"Welcome to Shape For Mates. Subscribe to my page if you wanna cop rare and authentic kicks and apparel.
Extremely rare item:
1985 Sky Jordan 1 High “Chicago”
Designed in the same year as the original Nike Air Jordan 1, the 'Sky' Jordan 1 was the junior line's response to the limited technology resources available in 1985. Nike were unable to develop an air unit in the mid-sole of a junior shoe as it was simply too small and so the Sky Jordan took form.
Far fewer units of the Sky Jordan 1 were produced than the Air Jordan 1, making this important design rarer than the iconic Air Jordan
Size: 6 us
Excellent condition for 35 y.o. pair
Soft collars!
Still wearable!
Without OG box, replacement laces
100% authentic
Worldwide Shipping by national post - 25$ / 14-28 days, sometimes have delays due COVID.
Worldwide Shipping by FedEx/Dhl - 45-65$ / 1-5 business days.
No returns!!!
Lowballs will be ignored
Feel free to contact me with any question. Will help you with anything that I can.",41,https://www.grailed.com/shapeformates,https://www.grailed.com/shapeformates/feedback,Size: US 6 / EU 39,NA,25
19777610,Nike,Nike Dunk By You “chicago” Nikeid Size 11,11,NA,NA,$214,True,NA,Sold 27 days ,NA,/listings/19777610-nike-nike-dunk-by-you-chicago-nikeid-size-11,Bris23,NA,(65),38 ,4 ,"Brand New Never Worn
BOUGHT FROM NIKE ID BY YOU
SIZE 11
Jordan 1 Chicago inspired
Extremely rare sold out in seconds
Not many made of these
Buy now before market drys up
FEEL FREE TO SHOOT ME AN OFFER
NO LOWBALLING
US SHIPPING ONLY
SHIPS USPS",48,https://www.grailed.com/Bris23,https://www.grailed.com/Bris23/feedback,Size: US 11 / EU 44,NA,12
20632802,Jordan Brand × Vintage,1985 Air Jordan 1 Chicago Size 7.5,7.5,NA,NA,"$1,375",True,NA,Sold 28 days ,NA,/listings/20632802-jordan-brand-x-vintage-1985-air-jordan-1-chicago-size-7-5,30agram,NA,(80),26 ,10 ,"grail
crunchy collars",5,https://www.grailed.com/30agram,https://www.grailed.com/30agram/feedback,Size: US 7.5 / EU 40-41,NA,9
17256569,Jordan Brand,Air Jordan 1 High 1985 Chicago,10,NA,NA,"$1,500",True,NA,Sold 30 days ,NA,/listings/17256569-jordan-brand-air-jordan-1-high-1985-chicago,TheBanker,NA,(268),93 ,3 ,"1985 Air Jordan 1 ""Chicago""
📏Size: 10US
📦Condition: VERY WORN. (WEARBABLE CONDITION)
-NOT Crunchy around collars.
-Hell Drag
-Scuff on toebox.
-No OG Box.
NOTE: IF YOU ARE NOT PAYPAL READY DO NOT SEND ME A OFFER. Due to people wasting my time and asking unnecessary questions, while sending offers and not paying, I am now forced to have to block you.
-----------------------------------------------------------
🚨$15 FLAT SHIPPING RATE IN THE US🚨
✈ USPS PRIORITY MAIL ✈
📓 TRACKING PROVIDED WITHIN 1 HOUR OF PURCHASE! 📓
❓If you have any questions please feel free to ask. ❓
✅Authenticity is GUARANTEED or your money back.✅",137,https://www.grailed.com/TheBanker,https://www.grailed.com/TheBanker/feedback,Size: US 10 / EU 43,NA,13
20315304,Custom × Jordan Brand × Vintage,Jordan 1 High Chicago 1985 Custom From Yin Yang Jordan 1,9.5,NA,NA,$265,True,NA,Sold  1 month ,NA,/listings/20315304-custom-x-jordan-brand-x-vintage-jordan-1-high-chicago-1985-custom-from-yin-yang-jordan-1,drewsells_kicks,NA,(46),31 ,20 ,"Custom, paint has been covered in matte finish. Very clean! See pictures close up for imperfections. The color I used is Autumn Red NOT Fire Red. Used angelus paint. It is not as bright as many Chicago customs. Red looks darker in the shade but like this in light. Took 20+ hours, hand painted! Paint is able to get scuffed like any other shoe. Water resistant but I would not intentionally jump in any water puddles. Dm me for questions I did wear them but repainted and sprayed with matte finish for sale! Box had tiny holes see pictures. Stuffs are not natural! Put there by me! Hope you enjoy these customs. 1 of 1!!!!",24,https://www.grailed.com/drewsells_kicks,https://www.grailed.com/drewsells_kicks/feedback,Size: US 9.5 / EU 42-43,NA,10
20305540,Jordan Brand × Nike,(grails) 1985 Air Jordan 1 High Og Chicago Size 13 (mj Size),13,NA,NA,"$1,275",True,NA,Sold  1 month ,NA,/listings/20305540-jordan-brand-x-nike-grails-1985-air-jordan-1-high-og-chicago-size-13-mj-size,benritt26,NA,(35),9 ,1 ,"The iconic & revolutionary 1985 Air Jordan 1’s (Made in Korea)
This is Michael Jordan’s size extremely rare size. Literal GRAILS.
Very wearable. Amazing swoosh and Jordan Logo! Beautiful soft soles and collars slightly harden but definitely wearable. Comes with OG insoles no box.
Fits a US 12-13 - Size labelled on shoe = “13”.
Please judge condition off photos, what you see is what you get. Slight chipping on soles from wear. Beautifully aged collars and leather. Amazing vintage look.
As it is an old piece, by purchasing this you agree that you’ve looked through the pictures and are acceptable of the condition. Also note that since it’s 35 years old, foam in collars and soles have aged tremendously, so please wear with care and residue are to be expected.
Please take note that refunds cannot be accepted for this piece due to its vintage nature.
Shipping worldwide.",84,https://www.grailed.com/benritt26,https://www.grailed.com/benritt26/feedback,Size: US 13 / EU 46,NA,12
20203046,Other,Vogal Stand Chicago Jordan 1 Megalace,11,NA,NA,$510,True,NA,Sold  1 month ,NA,/listings/20203046-other-vogal-stand-chicago-jordan-1-megalace,Phonem,NA,(185),87 ,24 ,"Size 11 DS
OG ALL
In hand ready to ship
Worn by young thug, gunna, lil yachty",41,https://www.grailed.com/Phonem,https://www.grailed.com/Phonem/feedback,Size: US 11 / EU 44,NA,9
20226367,Jordan Brand × Nike × Vintage,Jordan 1 High Og Chicago 1985 Vintage 9us,9,NA,NA,$720,True,NA,Sold  2 months ,NA,/listings/20226367-jordan-brand-x-nike-x-vintage-jordan-1-high-og-chicago-1985-vintage-9us,MyVintageStuff,NA,(38),6 ,0 ,"size 9us / 8uk
100% authentic
beautiful pair, for restoration or to display in a living room or bedroom, they are without their soles, they are ready for the soleswap, their tongues are in very good condition, the heel was repainted at some point but a good job was done, it still maintains the original stitching thread of the sole, they are without box or laces, they are size 9us, the size is still visible inside the heel, it is too much to say that they are totally authentic, the images speak for themselves. This sold as is.
LOWBALLS WON’T BE ANSWERED
SHIPPING WORLDWIDE
FAST SHIPPING IN UPS, TAKES 4-5 BUSSINESS DAYS",38,https://www.grailed.com/MyVintageStuff,https://www.grailed.com/MyVintageStuff/feedback,Size: US 9 / EU 42,NA,11
20163306,Jordan Brand × Nike × Vintage,Air Jordan 1 Og 1985 White Black Varsity Red Chicago,7.5,NA,NA,"$1,250",True,NA,Sold  2 months ,NA,/listings/20163306-jordan-brand-x-nike-x-vintage-air-jordan-1-og-1985-white-black-varsity-red-chicago,chuk041,NA,(231),104 ,8 ,"Jordan 1 Chicago og from 1985
Used condition
No original box, laces or insoles
Comes with replacement black laces
100% authentic
Wearable
Collars are slightly crunchy on one of the collars only
Ig:chuk041",13,https://www.grailed.com/chuk041,https://www.grailed.com/chuk041/feedback,Size: US 7.5 / EU 40-41,NA,6
18696636,Jordan Brand × Nike,Air Jordan 1 Og Chicago 1985 White Black Varsity Red,9.5,NA,NA,"$2,250",True,NA,Sold  2 months ,NA,/listings/18696636-jordan-brand-x-nike-air-jordan-1-og-chicago-1985-white-black-varsity-red,YeloMelo,NA,(344),184 ,72 ,"no original box. Original insoles and laces. no heel drag, lots of stars still left on the sole. The upper foam is hard, but not crunchy, could possibly be ‘massaged’ out or made soft again. Sole is not crumbling whatsoever.
•Let me know if you have any questions or would like to see more pictures.
•All clothing items have been washed before pictures were taken. Pictures will be the most accurate representation of item condition.
•Lowball offers will get you blocked. please don’t ask for best price or the lowest i will go. shoot me an offer instead.
•I will ship items out the day of/within the next day unless otherwise noted. **There will potentially be delays if purchasing from outside of the US. Will do my best to make that a smooth process for the both of us.*",36,https://www.grailed.com/YeloMelo,https://www.grailed.com/YeloMelo/feedback,Size: US 9.5 / EU 42-43,NA,12
15638601,Jordan Brand × Nike,1985 Jordan 1 Og Chicago,10,NA,NA,"$1,332",True,NA,Sold 2 months ,NA,/listings/15638601-jordan-brand-x-nike-1985-jordan-1-og-chicago,archivedluxemnl,NA,(61),30 ,20 ,"1985 OG JORDAN 1 CHICAGO
Size 10
- no box
- aged to perfection👌🏻
Detailed photos are posted
Trade to J1 union blue toe or black toe only",222,https://www.grailed.com/archivedluxemnl,https://www.grailed.com/archivedluxemnl/feedback,Size: US 10 / EU 43,NA,5
19669097,Jordan Brand × Nike,Air Jordan 1 Retro Patent 2003 Chicago Bulls 2003,11,NA,NA,$330,True,NA,Sold 2 months ,NA,/listings/19669097-jordan-brand-x-nike-air-jordan-1-retro-patent-2003-chicago-bulls-2003,AnxiouslyNonChalant,NA,(9),2 ,2 ,Brand new in box with retro card and key chain patent leather Chicago Jordan 1’s from 2003,1,https://www.grailed.com/AnxiouslyNonChalant,https://www.grailed.com/AnxiouslyNonChalant/feedback,Size: US 11 / EU 44,NA,10
18582487,Jordan Brand × Nike × Vintage,Last Drop Air Jordan 1 Retro High 1994 Chicago Vintage 1985,7.5,NA,NA,"$1,031",True,NA,Sold 3 months ,NA,/listings/18582487-jordan-brand-x-nike-x-vintage-last-drop-air-jordan-1-retro-high-1994-chicago-vintage-1985,YSL_McFly,NA,(53),20 ,8 ,"1994 Jordan 1 Chicago
Note: ORIGINAL Laces and insoles included!✔️
Cream laces from Foxtron Uniform included also!
Words can’t describe how INCREDIBLE these shoes are!
RARE RARE RARE RARE
These are built like tanks!
Quality is a amazing!
Size: 40.5 EU | US 7.5 | 25.5cm
Condition is exceptional due to the fact that they’re almost 27 years old.
NEVER been repainted or restored in any way. 100% original.
STILL 100% WEARABLE!
* Soles have traction
* Soles are flexible
* Collars are 100% soft, just as they were 27 years ago.
* Original insoles
* Original black laces in amazing condition.
After wearing these I realized how perfectly constructed these shoes are.
After a lot of wear they look EXACTLY the way they looked when I bought them.
No further heel drag, no nothing. These will look beautiful for another 25-30 years, NO DOUBT!
But please understand that they’re vintage. Little bit of sole separation but nothing noticeable. They’re VERY WELL held together by the threads, they will not fall apart, trust me.
Please refer to the pictures attached!
Please ask any questions about condition, I will happily answer!
But overall:
Extremely hard to come by a pair in this condition.
100% Authentic✅
Shipped securely within 24 hours of purchase📦
No refund or return after shipping.
Not responsible if package is returned after shipping, or custom tax incurred.
Feel free to ask any questions!✌🏼",68,https://www.grailed.com/YSL_McFly,https://www.grailed.com/YSL_McFly/feedback,Size: US 7.5 / EU 40-41,NA,25
19415448,Amac,Amac Jordan 1 High Custom Butterfly High Chicago -order Ship,10,NA,NA,$370,True,NA,Sold 3 months ,NA,/listings/19415448-amac-amac-jordan-1-high-custom-butterfly-high-chicago-order-ship,justicejohnson216,NA,(38),13 ,3 ,Brand new size 10 crazy good quality,7,https://www.grailed.com/justicejohnson216,https://www.grailed.com/justicejohnson216/feedback,Size: US 10 / EU 43,NA,5
18072407,Jordan Brand × Nike,Air Jordan 1 Retro High Chicago 2015,9,NA,NA,"$1,220",True,NA,Sold 3 months ,NA,/listings/18072407-jordan-brand-x-nike-air-jordan-1-retro-high-chicago-2015,supremeesteban,NA,(28),9 ,1 ,"Forget the Travis Scott 1s, forget the Mocha 1s AND forget every other Jordan 1s recent release.
VVVVVVVVNDS
9.998/10 Condition
Only flaw is insole print has worn off on both shoes.
OG EVERYTHING. Box. Extra Laces.
Ask any questions if you are interested.
Not accepting any lowballs. Price is firm.
I can provide any additional photos.
No trades, no refunds. Check my feedback.",85,https://www.grailed.com/supremeesteban,https://www.grailed.com/supremeesteban/feedback,Size: US 9 / EU 42,NA,8
19063806,Jordan Brand,2003 Chicago Air Jordan 1 Patent Leather,10.5,NA,NA,$190,True,NA,Sold 3 months ,NA,/listings/19063806-jordan-brand-2003-chicago-air-jordan-1-patent-leather,selflessvtg,NA,(17),2 ,2 ,"These are 17 year old shoes
Keep that in mind when judging the condition
Men’s 10.5 = Women’s 12
Has a ton of life left
Flaws are slight yellowing around the bottom sole (not too noticeable or bad)
Dirty/worn suede
The flight symbol on the left shoe is faded and yellowing
Creasing on both shoes
Shoe is in good condition other than those flaws
No Og Box",13,https://www.grailed.com/selflessvtg,https://www.grailed.com/selflessvtg/feedback,Size: US 10.5 / EU 43-44,NA,8
17858625,Jordan Brand,Brand New Air Jordan 1 Retro High Og Barons 2014 Size 12,12,NA,NA,$641,True,NA,Sold 3 months ,NA,/listings/17858625-jordan-brand-brand-new-air-jordan-1-retro-high-og-barons-2014-size-12,RestockSacramento,NA,(90),36 ,9 ,"Brand new, DS comes with box.
Message for pics or offers on ig @restock.sacramento",11,https://www.grailed.com/RestockSacramento,https://www.grailed.com/RestockSacramento/feedback,Size: US 12 / EU 45,NA,6
19141329,Jordan Brand,Air Jordan 1 Retro High 1994 Chicago 1994,11,NA,NA,$720,True,NA,Sold 3 months ,NA,/listings/19141329-jordan-brand-air-jordan-1-retro-high-1994-chicago-1994,onmymind,NA,(131),55 ,4 ,"Judge yourself
No box comes with laces",7,https://www.grailed.com/onmymind,https://www.grailed.com/onmymind/feedback,Size: US 11 / EU 44,NA,9
17029977,Jordan Brand × Nike,Air Jordan 1 High 1985 Chicago,8.5,NA,NA,"$1,900",True,NA,Sold 4 months ,NA,/listings/17029977-jordan-brand-x-nike-air-jordan-1-high-1985-chicago,Krupo,NA,(51),10 ,5 ,"- Price Negotiable
- Condition: Vintage - wear consistent with age. Some cracking along the ankle.
- This is a fully wearable, 100% authentic pair of 1985 Jordan 1's.
- NO OG BOX OR OG LACES
- Color: Chicago",37,https://www.grailed.com/Krupo,https://www.grailed.com/Krupo/feedback,Size: US 8.5 / EU 41-42,NA,6
16663880,Jordan Brand,1985 Jordan 1 Chicago,10.5,NA,NA,"$1,200",True,NA,Sold 5 months ,NA,/listings/16663880-jordan-brand-1985-jordan-1-chicago,badclothes,NA,(721),350 ,49 ,"Beauty pair of Jordans for sale. The shoe and its history speak for themselves. Condition is wearable, but collars are thin and crunchy, heel is crumbly, they are generally uncomfortable. It’s a fashion before function decision to wear these. These come only with what is pictured, but both the laces and insoles are original. This means no box or spare lace set. Aside from obvious aesthetic wear on the paint the soles and heel drag is not too bad. Obviously iconic and incredible pair of shoes to see, let alone own. Judge condition based off of what I’ve stated and pictures, they will come as shown.
*No trades sorry
Feel free to send offers or questions, we’re more than happy to negotiate bundles. You can follow us on Instagram @badclothesarchive Sorry, no returns or refunds unless valid reason as determined by PayPal terms of service. Thanks again for supporting us, Jacob & Liam, Badclothes",94,https://www.grailed.com/badclothes,https://www.grailed.com/badclothes/feedback,Size: US 10.5 / EU 43-44,NA,14
17967798,Jordan Brand,*rare* 1985 Jordan 1 Chicago Bowen Designs Collectable,os,NA,NA,$110,True,NA,Sold 5 months ,NA,/listings/17967798-jordan-brand-rare-1985-jordan-1-chicago-bowen-designs-collectable,kicksnklothing,NA,(147),92 ,9 ,"BRAND NEW IN BOX
SER 5359/6000
SUPER RARE COLLECTORS PIECE",59,https://www.grailed.com/kicksnklothing,https://www.grailed.com/kicksnklothing/feedback,Size: ONE SIZE,NA,5
17838743,Jordan Brand × Vintage,Vintage 1985 Remake Black Laces Air Jordan 1 180cm,os,NA,NA,$35,True,NA,Sold 5 months ,NA,/listings/17838743-jordan-brand-x-vintage-vintage-1985-remake-black-laces-air-jordan-1-180cm,paymestudios,NA,(132),68 ,11 ,"180cm
Vintage black
Standard Jordan 1 length
New never used",7,https://www.grailed.com/paymestudios,https://www.grailed.com/paymestudios/feedback,Size: ONE SIZE,NA,0
17726643,Jordan Brand × Nike × Vintage,Vintage Air Jordan 1 Retro High 1994 Chicago,8.5,NA,NA,"$1,120",True,NA,Sold 5 months ,NA,/listings/17726643-jordan-brand-x-nike-x-vintage-vintage-air-jordan-1-retro-high-1994-chicago,MrArchival,NA,(80),33 ,0 ,"1994 Chicago 1’s
Great condition, no separation, heel drag and almost all stars are still visible
Feel free to ask questions or make offers!",28,https://www.grailed.com/MrArchival,https://www.grailed.com/MrArchival/feedback,Size: US 8.5 / EU 41-42,NA,4
16015260,Vintage,1985 Bootleg Chicago Jordan 1,8.5,NA,NA,$150,True,NA,Sold 5 months ,NA,/listings/16015260-vintage-1985-bootleg-chicago-jordan-1,ianconnorsforeskin,NA,(202),43 ,4 ,"Bootleg Jordan 1s from Korea in 1985. Very rare pair of shoes
Condition is pretty beat but are still wearable although they aren’t very comfortable
Message me with questions and offers
Fits a US men’s size 8.5",37,https://www.grailed.com/ianconnorsforeskin,https://www.grailed.com/ianconnorsforeskin/feedback,Size: US 8.5 / EU 41-42,NA,6
